Name,Coefficient
Intercept,3638892840731.498
monat_monat_10,23460226643064.062
monat_monat_11,23460226643062.914
monat_monat_12,3.867
monat_monat_2,1.394
monat_monat_3,-3638892840678.432
monat_monat_4,-3638892840680.706
monat_monat_5,-3638892840681.289
monat_monat_6,194434102432280.34
monat_monat_7,194434102432280.1
monat_monat_8,194434102432278.78
monat_monat_9,23460226643061.41
kohorte_monat_10,9.343
kohorte_monat_11,1.982
kohorte_monat_12,-1.066
kohorte_monat_2,-0.914
kohorte_monat_3,0.453
kohorte_monat_4,1.65
kohorte_monat_5,2.782
kohorte_monat_6,-0.036
kohorte_monat_7,1.692
kohorte_monat_8,17.357
kohorte_monat_9,13.49
monat_jahreszeit_Herbst,-27099119483742.348
monat_jahreszeit_Sommer,-198072995272962.56
monat_jahreszeit_Winter,-3638892840681.474
